cases
Misc. Criminal Applications / 298188 / 2016
Sessions Case / 114 / 2019
Warrant or Summons Criminal Cases / 36 / 2019
Sessions Case / 118 / 2019
Sessions Case / 244 / 2019
Civil Suit / 215291 / 2008
Civil Suit / 610230 / 2016
Civil Suit / 610107 / 2016
Civil Suit / 101 / 2020
Civil Suit / 968 / 2016
Misc. Civil Cases / 42138 / 2016
Civil Suit / 931 / 2016
Civil Suit / 971 / 2016
Civil Suit / 218 / 2008
Misc. Civil Cases / 596648 / 2016
Misc. Civil Application / 594839 / 2016
Misc. Civil Cases / 596114 / 2016
Misc. Civil Cases / 595357 / 2016
Misc. Civil Application / 596464 / 2016
Warrant or Summons Criminal Cases / 2036073 / 2016
Warrant or Summons Criminal Cases / 4103 / 2022
Warrant or Summons Criminal Cases / 2031792 / 2016
Misc. Civil Application / 608484 / 2016
Civil Suit / 618407 / 2016
Civil Suit / 1030 / 2016
Civil Suit / 611724 / 2016
Civil Suit / 610477 / 2016
Civil Suit / 610265 / 2016
Civil Suit / 615284 / 2016
Civil Suit / 609841 / 2016
Misc. Civil Application / 597325 / 2016
Misc. Civil Application / 594459 / 2016
Misc. Civil Cases / 595324 / 2016
Civil Suit / 544 / 2023
Misc. Civil Application / 2370 / 2021
Misc. Civil Application / 1359 / 2023
Misc. Civil Application / 594725 / 2016
Warrant or Summons Criminal Cases / 19322 / 2016
Warrant or Summons Criminal Cases / 315 / 2024
Misc. Civil Application / 1548 / 2018
Warrant or Summons Criminal Cases / 519826 / 2016
Warrant or Summons Criminal Cases / 515015 / 2016
Sessions Case / 124 / 2019
Sessions Case / 1 / 2019
Sessions Case / 54 / 2019
Sessions Case / 378 / 2019
Sessions Case / 490 / 2019
Sessions Case / 55 / 2019
Sessions Case / 471 / 2019
Civil Suit / 610782 / 2016
Civil Suit / 2919 / 2017
Civil Suit / 611058 / 2016
Civil Suit / 584580 / 2014
Civil Suit / 616426 / 2016
Civil Suit / 610699 / 2016
Civil Suit / 609666 / 2016
Civil Suit / 611844 / 2016
Misc. Civil Application / 594591 / 2016
Misc. Civil Application / 594703 / 2016
Misc. Civil Application / 594291 / 2016
Misc. Civil Application / 593517 / 2016
Misc. Civil Application / 594648 / 2016
Misc. Civil Application / 684 / 2020
Warrant or Summons Criminal Cases / 40579 / 2016
